Units,scenario,region,sector,year,value
MTC,Ref_cities,Malaysia,elec_coal (IGCC),2100,6.75477294
MTC,Ref_cities,Malaysia,elec_gas (CC),1990,0.27004268
MTC,Ref_cities,Malaysia,elec_gas (CC),2005,1.4011154
MTC,Ref_cities,Malaysia,elec_gas (CC),2020,0.94565
MTC,Ref_cities,Malaysia,elec_gas (CC),2025,1.7994751
MTC,Ref_cities,Malaysia,elec_gas (CC),2030,3.2090088
MTC,Ref_cities,Malaysia,elec_gas (CC),2035,5.0472046
MTC,Ref_cities,Malaysia,elec_gas (CC),2040,7.3309549
MTC,Ref_cities,Malaysia,elec_gas (CC),2045,9.3585689
MTC,Ref_cities,Malaysia,elec_gas (CC),2050,10.660022
MTC,Ref_cities,Malaysia,elec_gas (CC),2055,11.6461204
MTC,Ref_cities,Malaysia,elec_gas (CC),2060,12.7799912
MTC,Ref_cities,Malaysia,elec_gas (CC),2065,13.5933028
MTC,Ref_cities,Malaysia,elec_gas (CC),2070,14.3069663
MTC,Ref_cities,Malaysia,elec_gas (CC),2075,14.4252894
MTC,Ref_cities,Malaysia,elec_gas (CC),2080,14.4341634
MTC,Ref_cities,Malaysia,elec_gas (CC),2085,13.8098363
MTC,Ref_cities,Malaysia,elec_gas (CC),2090,13.3934972
MTC,Ref_cities,Malaysia,elec_gas (CC),2095,13.4188225
MTC,Ref_cities,Malaysia,elec_gas (CC),2100,13.6935417
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),1990,0.5389526
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2005,6.441562
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2010,10.718443
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2015,10.109768
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2020,10.1718548
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2025,10.3020953
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2030,10.1636368
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2035,9.2323819
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2040,8.0444333
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2045,7.1190111
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2050,6.57136956
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2055,6.26643381
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2060,5.54170209
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2065,3.66748657
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2070,2.57758944
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2075,1.77981447
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2080,1.33824507
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2085,0.89784932
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2090,0.64298502
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2095,0.54056972
MTC,Ref_cities,Malaysia,elec_gas (steam/CT),2100,0.486896981
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2020,0.04224819
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2025,0.044328115
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2030,0.0688715212
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2035,0.0917071931
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2040,0.1205206678
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2045,0.122890535
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2050,0.1105274661
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2055,0.1088239543
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2060,0.1187497755
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2065,0.1470054473
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2070,0.142061158
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2075,0.135693304
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2080,0.165313675
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2085,0.184896885
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2090,0.205835136
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2095,0.210862686
MTC,Ref_cities,Malaysia,elec_refined liquids (CC),2100,0.220415143
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),1990,2.4523451
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2005,0.4709424
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2010,0.6079577
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2015,0.3536166
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2020,0.16847122
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2025,0.139809005
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2030,0.125367829
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2035,0.105548182
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2040,0.092374322
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2045,0.079780543
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2050,0.0799803552
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2055,0.0805373913
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2060,0.0696833732
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2065,0.0505094427
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2070,0.0353934065
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2075,0.0254964991
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2080,0.023092469
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2085,0.0183989428
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2090,0.0155637307
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2095,0.0143424749
MTC,Ref_cities,Malaysia,elec_refined liquids (steam/CT),2100,0.0142878559
MTC,Ref_cities,Malaysia,gas pipeline,1990,2.02992
MTC,Ref_cities,Malaysia,gas pipeline,2005,0.582524
MTC,Ref_cities,Malaysia,gas pipeline,2010,0.855358
MTC,Ref_cities,Malaysia,gas pipeline,2015,1.25956
MTC,Ref_cities,Malaysia,gas pipeline,2020,1.38157
MTC,Ref_cities,Malaysia,gas pipeline,2025,1.49452
MTC,Ref_cities,Malaysia,gas pipeline,2030,1.62564
MTC,Ref_cities,Malaysia,gas pipeline,2035,1.72441
MTC,Ref_cities,Malaysia,gas pipeline,2040,1.82365
MTC,Ref_cities,Malaysia,gas pipeline,2045,1.93137
MTC,Ref_cities,Malaysia,gas pipeline,2050,2.01971
MTC,Ref_cities,Malaysia,gas pipeline,2055,2.10344
MTC,Ref_cities,Malaysia,gas pipeline,2060,2.16337
MTC,Ref_cities,Malaysia,gas pipeline,2065,2.12879
MTC,Ref_cities,Malaysia,gas pipeline,2070,2.1185
MTC,Ref_cities,Malaysia,gas pipeline,2075,2.0961
MTC,Ref_cities,Malaysia,gas pipeline,2080,2.10824
MTC,Ref_cities,Malaysia,gas pipeline,2085,2.06519
MTC,Ref_cities,Malaysia,gas pipeline,2090,2.02693
MTC,Ref_cities,Malaysia,gas pipeline,2095,2.01379
MTC,Ref_cities,Malaysia,gas pipeline,2100,2.0139
MTC,Ref_cities,Malaysia,gas processing,2010,0.000699269
MTC,Ref_cities,Malaysia,gas processing,2015,0.0125751
MTC,Ref_cities,Malaysia,gas processing,2020,0.02237563
MTC,Ref_cities,Malaysia,gas processing,2025,0.0383395
MTC,Ref_cities,Malaysia,gas processing,2030,0.0517503
MTC,Ref_cities,Malaysia,gas processing,2035,0.0702869
MTC,Ref_cities,Malaysia,gas processing,2040,0.09953
MTC,Ref_cities,Malaysia,gas processing,2045,0.1359174
MTC,Ref_cities,Malaysia,gas processing,2050,0.1998512
MTC,Ref_cities,Malaysia,gas processing,2055,0.2682804
MTC,Ref_cities,Malaysia,gas processing,2060,0.320774
MTC,Ref_cities,Malaysia,gas processing,2065,0.3683341
MTC,Ref_cities,Malaysia,gas processing,2070,0.417093
MTC,Ref_cities,Malaysia,gas processing,2075,0.4493642
MTC,Ref_cities,Malaysia,gas processing,2080,0.5033383
MTC,Ref_cities,Malaysia,gas processing,2085,0.5827024
MTC,Ref_cities,Malaysia,gas processing,2090,0.7383274
MTC,Ref_cities,Malaysia,gas processing,2095,0.9529336
MTC,Ref_cities,Malaysia,gas processing,2100,1.2475235
MTC,Ref_cities,Malaysia,H2 central production,2020,0.01807189
MTC,Ref_cities,Malaysia,H2 central production,2025,0.04015045
MTC,Ref_cities,Malaysia,H2 central production,2030,0.06360259
MTC,Ref_cities,Malaysia,H2 central production,2035,0.0892159
MTC,Ref_cities,Malaysia,H2 central production,2040,0.1178575
MTC,Ref_cities,Malaysia,H2 central production,2045,0.1506059
MTC,Ref_cities,Malaysia,H2 central production,2050,0.1938895
MTC,Ref_cities,Malaysia,H2 central production,2055,0.2057663
MTC,Ref_cities,Malaysia,H2 central production,2060,0.2099121
MTC,Ref_cities,Malaysia,H2 central production,2065,0.2119929
MTC,Ref_cities,Malaysia,H2 central production,2070,0.2172985
MTC,Ref_cities,Malaysia,H2 central production,2075,0.225082
MTC,Ref_cities,Malaysia,H2 central production,2080,0.2457446
MTC,Ref_cities,Malaysia,H2 central production,2085,0.265115
MTC,Ref_cities,Malaysia,H2 central production,2090,0.2862251
MTC,Ref_cities,Malaysia,H2 central production,2095,0.3049987
MTC,Ref_cities,Malaysia,H2 central production,2100,0.307514
MTC,Ref_cities,Malaysia,H2 forecourt production,2020,0.00623409
MTC,Ref_cities,Malaysia,H2 forecourt production,2025,0.0139169
MTC,Ref_cities,Malaysia,H2 forecourt production,2030,0.0224939
MTC,Ref_cities,Malaysia,H2 forecourt production,2035,0.0318193
MTC,Ref_cities,Malaysia,H2 forecourt production,2040,0.0419156
MTC,Ref_cities,Malaysia,H2 forecourt production,2045,0.0539164
MTC,Ref_cities,Malaysia,H2 forecourt production,2050,0.0691549
MTC,Ref_cities,Malaysia,H2 forecourt production,2055,0.0753856
MTC,Ref_cities,Malaysia,H2 forecourt production,2060,0.0806227
MTC,Ref_cities,Malaysia,H2 forecourt production,2065,0.0860889
MTC,Ref_cities,Malaysia,H2 forecourt production,2070,0.0859309
MTC,Ref_cities,Malaysia,H2 forecourt production,2075,0.0873702
MTC,Ref_cities,Malaysia,H2 forecourt production,2080,0.0938313
MTC,Ref_cities,Malaysia,H2 forecourt production,2085,0.0979705
MTC,Ref_cities,Malaysia,H2 forecourt production,2090,0.0999702
MTC,Ref_cities,Malaysia,H2 forecourt production,2095,0.0994678
MTC,Ref_cities,Malaysia,H2 forecourt production,2100,0.0948279
MTC,Ref_cities,Malaysia,N fertilizer,1975,0.0417791
MTC,Ref_cities,Malaysia,N fertilizer,1990,0.165456
MTC,Ref_cities,Malaysia,N fertilizer,2005,0.244578
MTC,Ref_cities,Malaysia,N fertilizer,2010,0.302749
MTC,Ref_cities,Malaysia,N fertilizer,2015,0.244316
MTC,Ref_cities,Malaysia,N fertilizer,2020,0.2505131
MTC,Ref_cities,Malaysia,N fertilizer,2025,0.2556415
MTC,Ref_cities,Malaysia,N fertilizer,2030,0.2560804
MTC,Ref_cities,Malaysia,N fertilizer,2035,0.2579747
MTC,Ref_cities,Malaysia,N fertilizer,2040,0.258308
MTC,Ref_cities,Malaysia,N fertilizer,2045,0.2610577
MTC,Ref_cities,Malaysia,N fertilizer,2050,0.2654869
MTC,Ref_cities,Malaysia,N fertilizer,2055,0.26219583
MTC,Ref_cities,Malaysia,N fertilizer,2060,0.26408686
MTC,Ref_cities,Malaysia,N fertilizer,2065,0.26474176
MTC,Ref_cities,Malaysia,N fertilizer,2070,0.26330657
MTC,Ref_cities,Malaysia,N fertilizer,2075,0.26143797
MTC,Ref_cities,Malaysia,N fertilizer,2080,0.25979951
MTC,Ref_cities,Malaysia,N fertilizer,2085,0.25775394
MTC,Ref_cities,Malaysia,N fertilizer,2090,0.25541228
MTC,Ref_cities,Malaysia,N fertilizer,2095,0.25250111
MTC,Ref_cities,Malaysia,N fertilizer,2100,0.24930659
MTC,Ref_cities,Malaysia,process heat cement,1975,0.1513703
MTC,Ref_cities,Malaysia,process heat cement,1990,0.60028834
MTC,Ref_cities,Malaysia,process heat cement,2005,1.6969765
MTC,Ref_cities,Malaysia,process heat cement,2010,1.8036505
MTC,Ref_cities,Malaysia,process heat cement,2015,1.8036505
MTC,Ref_cities,Malaysia,process heat cement,2020,2.1749419
MTC,Ref_cities,Malaysia,process heat cement,2025,2.2731246
MTC,Ref_cities,Malaysia,process heat cement,2030,2.3615245
MTC,Ref_cities,Malaysia,process heat cement,2035,2.4419771
MTC,Ref_cities,Malaysia,process heat cement,2040,2.5059437
MTC,Ref_cities,Malaysia,process heat cement,2045,2.55074
MTC,Ref_cities,Malaysia,process heat cement,2050,2.5808645
MTC,Ref_cities,Malaysia,process heat cement,2055,2.5956741
MTC,Ref_cities,Malaysia,process heat cement,2060,2.5997565
MTC,Ref_cities,Malaysia,process heat cement,2065,2.5900473
MTC,Ref_cities,Malaysia,process heat cement,2070,2.5760621
MTC,Ref_cities,Malaysia,process heat cement,2075,2.5480968
MTC,Ref_cities,Malaysia,process heat cement,2080,2.5023599
MTC,Ref_cities,Malaysia,process heat cement,2085,2.4496597
MTC,Ref_cities,Malaysia,process heat cement,2090,2.3922842
MTC,Ref_cities,Malaysia,process heat cement,2095,2.3322636
MTC,Ref_cities,Malaysia,process heat cement,2100,2.2704924
MTC,Ref_cities,Malaysia,refining,1975,0.0690215
MTC,Ref_cities,Malaysia,refining,1990,-0.236279
MTC,Ref_cities,Malaysia,refining,2005,3.601358
MTC,Ref_cities,Malaysia,refining,2010,2.257910453
MTC,Ref_cities,Malaysia,refining,2015,1.207945
MTC,Ref_cities,Malaysia,refining,2020,1.1596813
MTC,Ref_cities,Malaysia,refining,2025,1.275457657
MTC,Ref_cities,Malaysia,refining,2030,1.439543055
MTC,Ref_cities,Malaysia,refining,2035,1.69366505
MTC,Ref_cities,Malaysia,refining,2040,2.209685474
MTC,Ref_cities,Malaysia,refining,2045,2.96130527
MTC,Ref_cities,Malaysia,refining,2050,3.73418699
MTC,Ref_cities,Malaysia,refining,2055,4.319779403
MTC,Ref_cities,Malaysia,refining,2060,4.64890342
MTC,Ref_cities,Malaysia,refining,2065,4.9240354877
MTC,Ref_cities,Malaysia,refining,2070,5.044288963
MTC,Ref_cities,Malaysia,refining,2075,5.239741004
MTC,Ref_cities,Malaysia,refining,2080,5.569602175
MTC,Ref_cities,Malaysia,refining,2085,5.91070386
MTC,Ref_cities,Malaysia,refining,2090,6.23309341
MTC,Ref_cities,Malaysia,refining,2095,6.513793281
MTC,Ref_cities,Malaysia,refining,2100,6.786573066
MTC,Ref_cities,Malaysia,regional biomassOil,2010,-0.00338218
MTC,Ref_cities,Malaysia,regional biomassOil,2015,-0.328146
MTC,Ref_cities,Malaysia,regional biomassOil,2020,-0.320856
MTC,Ref_cities,Malaysia,regional biomassOil,2025,-0.371885
MTC,Ref_cities,Malaysia,regional biomassOil,2030,-0.426073
MTC,Ref_cities,Malaysia,regional biomassOil,2035,-0.502563
MTC,Ref_cities,Malaysia,regional biomassOil,2040,-0.677043
MTC,Ref_cities,Malaysia,regional biomassOil,2045,-0.960696
MTC,Ref_cities,Malaysia,regional biomassOil,2050,-1.26942
MTC,Ref_cities,Malaysia,regional biomassOil,2055,-1.47592
MTC,Ref_cities,Malaysia,regional biomassOil,2060,-1.56099
MTC,Ref_cities,Malaysia,regional biomassOil,2065,-1.61343
MTC,Ref_cities,Malaysia,regional biomassOil,2070,-1.58194
MTC,Ref_cities,Malaysia,regional biomassOil,2075,-1.53288
MTC,Ref_cities,Malaysia,regional biomassOil,2080,-1.48975
MTC,Ref_cities,Malaysia,regional biomassOil,2085,-1.4522
MTC,Ref_cities,Malaysia,regional biomassOil,2090,-1.43339
MTC,Ref_cities,Malaysia,regional biomassOil,2095,-1.42627
MTC,Ref_cities,Malaysia,regional biomassOil,2100,-1.42785
MTC,Ref_cities,Malaysia,regional sugar for ethanol,2025,-0.00192987
MTC,Ref_cities,Malaysia,regional sugar for ethanol,2030,-0.00643923
MTC,Ref_cities,Malaysia,regional sugar for ethanol,2035,-0.0165127
MTC,Ref_cities,Malaysia,regional sugar for ethanol,2040,-0.0418853
MTC,Ref_cities,Malaysia,regional sugar for ethanol,2045,-0.0816206
MTC,Ref_cities,Malaysia,regional sugar for ethanol,2050,-0.122302
MTC,Ref_cities,Malaysia,regional sugar for ethanol,2055,-0.14711
MTC,Ref_cities,Malaysia,regional sugar for ethanol,2060,-0.159605
MTC,Ref_cities,Malaysia,regional sugar for ethanol,2065,-0.167738
MTC,Ref_cities,Malaysia,regional sugar for ethanol,2070,-0.168258
MTC,Ref_cities,Malaysia,regional sugar for ethanol,2075,-0.168483
MTC,Ref_cities,Malaysia,regional sugar for ethanol,2080,-0.168912
MTC,Ref_cities,Malaysia,regional sugar for ethanol,2085,-0.16779
MTC,Ref_cities,Malaysia,regional sugar for ethanol,2090,-0.166756
MTC,Ref_cities,Malaysia,regional sugar for ethanol,2095,-0.166173
MTC,Ref_cities,Malaysia,regional sugar for ethanol,2100,-0.166281
MTC,Ref_cities,Malaysia,unconventional oil production,2020,1.45628
MTC,Ref_cities,Malaysia,unconventional oil production,2025,2.01299
MTC,Ref_cities,Malaysia,unconventional oil production,2030,2.36519
MTC,Ref_cities,Malaysia,unconventional oil production,2035,2.64926
MTC,Ref_cities,Malaysia,unconventional oil production,2040,3.04887
MTC,Ref_cities,Malaysia,unconventional oil production,2045,3.7223
MTC,Ref_cities,Malaysia,unconventional oil production,2050,4.59242
MTC,Ref_cities,Malaysia,unconventional oil production,2055,5.82174
MTC,Ref_cities,Malaysia,unconventional oil production,2060,7.4759
MTC,Ref_cities,Malaysia,unconventional oil production,2065,9.36834
MTC,Ref_cities,Malaysia,unconventional oil production,2070,11.7035
MTC,Ref_cities,Malaysia,unconventional oil production,2075,14.1418
MTC,Ref_cities,Malaysia,unconventional oil production,2080,16.401
MTC,Ref_cities,Malaysia,unconventional oil production,2085,18.3824
MTC,Ref_cities,Malaysia,unconventional oil production,2090,19.9661
MTC,Ref_cities,Malaysia,unconventional oil production,2095,20.2973
MTC,Ref_cities,Malaysia,unconventional oil production,2100,20.3814
MTC,Ref_cities,Rest of Malaysia,comm others,1990,0.17617224
MTC,Ref_cities,Rest of Malaysia,comm others,2005,0.5326034
MTC,Ref_cities,Rest of Malaysia,comm others,2010,0.8741117
MTC,Ref_cities,Rest of Malaysia,comm others,2015,0.550902
MTC,Ref_cities,Rest of Malaysia,comm others,2020,0.4827749
MTC,Ref_cities,Rest of Malaysia,comm others,2025,0.5252144
MTC,Ref_cities,Rest of Malaysia,comm others,2030,0.5408876
MTC,Ref_cities,Rest of Malaysia,comm others,2035,0.5460452
MTC,Ref_cities,Rest of Malaysia,comm others,2040,0.5466137
MTC,Ref_cities,Rest of Malaysia,comm others,2045,0.5389071
MTC,Ref_cities,Rest of Malaysia,comm others,2050,0.5490765
MTC,Ref_cities,Rest of Malaysia,comm others,2055,0.5471466
MTC,Ref_cities,Rest of Malaysia,comm others,2060,0.5192106
MTC,Ref_cities,Rest of Malaysia,comm others,2065,0.4970893
MTC,Ref_cities,Rest of Malaysia,comm others,2070,0.4520624
MTC,Ref_cities,Rest of Malaysia,comm others,2075,0.4213258
MTC,Ref_cities,Rest of Malaysia,comm others,2080,0.4294077
MTC,Ref_cities,Rest of Malaysia,comm others,2085,0.4258034
MTC,Ref_cities,Rest of Malaysia,comm others,2090,0.4115215
MTC,Ref_cities,Rest of Malaysia,comm others,2095,0.3846561
MTC,Ref_cities,Rest of Malaysia,comm others,2100,0.353206
MTC,Ref_cities,Rest of Malaysia,industrial energy use,1975,1.69603
MTC,Ref_cities,Rest of Malaysia,industrial energy use,1990,3.7367016
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2005,11.545704
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2010,8.342944
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2015,9.5101653
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2020,9.67054723
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2025,10.23896075
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2030,10.62033103
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2035,10.86114189
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2040,11.02792944
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2045,11.23270342
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2050,11.5807574
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2055,11.85292543
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2060,11.88011811
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2065,11.90871378
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2070,11.62556293
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2075,11.47734888
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2080,11.80098548
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2085,11.9076724
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2090,11.81435418
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2095,11.55961586
MTC,Ref_cities,Rest of Malaysia,industrial energy use,2100,11.24754956
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,1990,0.226306
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2005,0.651967
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2010,0.68412
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2015,2.11436
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2020,2.41724
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2025,2.67243
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2030,2.96313
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2035,3.23913
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2040,3.48292
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2045,3.71608
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2050,3.90593
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2055,4.09651
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2060,4.29084
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2065,4.45482
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2070,4.60312
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2075,4.73787
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2080,4.84483
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2085,4.92756
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2090,4.97863
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2095,5.02284
MTC,Ref_cities,Rest of Malaysia,industrial feedstocks,2100,5.0528
MTC,Ref_cities,Rest of Malaysia,resid others,1990,0.56328347
MTC,Ref_cities,Rest of Malaysia,resid others,2005,0.71601336
MTC,Ref_cities,Rest of Malaysia,resid others,2010,0.61124261
MTC,Ref_cities,Rest of Malaysia,resid others,2015,0.465799437
MTC,Ref_cities,Rest of Malaysia,resid others,2020,0.455734839
MTC,Ref_cities,Rest of Malaysia,resid others,2025,0.527941032
MTC,Ref_cities,Rest of Malaysia,resid others,2030,0.589046629
MTC,Ref_cities,Rest of Malaysia,resid others,2035,0.64399041
MTC,Ref_cities,Rest of Malaysia,resid others,2040,0.69033224
MTC,Ref_cities,Rest of Malaysia,resid others,2045,0.71928043
MTC,Ref_cities,Rest of Malaysia,resid others,2050,0.76021581
MTC,Ref_cities,Rest of Malaysia,resid others,2055,0.78033266
MTC,Ref_cities,Rest of Malaysia,resid others,2060,0.76260446
MTC,Ref_cities,Rest of Malaysia,resid others,2065,0.747882008
MTC,Ref_cities,Rest of Malaysia,resid others,2070,0.698688584
MTC,Ref_cities,Rest of Malaysia,resid others,2075,0.665208965
MTC,Ref_cities,Rest of Malaysia,resid others,2080,0.684945248
MTC,Ref_cities,Rest of Malaysia,resid others,2085,0.688737796
MTC,Ref_cities,Rest of Malaysia,resid others,2090,0.676717214
MTC,Ref_cities,Rest of Malaysia,resid others,2095,0.64443276
MTC,Ref_cities,Rest of Malaysia,resid others,2100,0.602674272
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,1975,0.182205
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,1990,0.459161
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2005,1.4643
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2010,1.73397
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2015,2.28359
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2020,2.50404
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2025,2.80617
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2030,3.15379
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2035,3.51999
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2040,3.8725
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2045,4.17201
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2050,4.40585
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2055,4.68515
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2060,4.91772
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2065,5.11531
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2070,5.27614
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2075,5.41708
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2080,5.55195
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2085,5.69226
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2090,5.83276
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2095,5.9733
MTC,Ref_cities,Rest of Malaysia,trn_aviation_intl,2100,6.10848
MTC,Ref_cities,Rest of Malaysia,trn_freight,1975,0.00690881
MTC,Ref_cities,Rest of Malaysia,trn_freight,1990,0.0505637
MTC,Ref_cities,Rest of Malaysia,trn_freight,2005,0.05569941
MTC,Ref_cities,Rest of Malaysia,trn_freight,2010,0.06586322
MTC,Ref_cities,Rest of Malaysia,trn_freight,2015,0.2138088
MTC,Ref_cities,Rest of Malaysia,trn_freight,2020,0.2246964
MTC,Ref_cities,Rest of Malaysia,trn_freight,2025,0.2520076
MTC,Ref_cities,Rest of Malaysia,trn_freight,2030,0.287442
MTC,Ref_cities,Rest of Malaysia,trn_freight,2035,0.326993
MTC,Ref_cities,Rest of Malaysia,trn_freight,2040,0.366859
MTC,Ref_cities,Rest of Malaysia,trn_freight,2045,0.409137
MTC,Ref_cities,Rest of Malaysia,trn_freight,2050,0.44558
MTC,Ref_cities,Rest of Malaysia,trn_freight,2055,0.474854
MTC,Ref_cities,Rest of Malaysia,trn_freight,2060,0.499396
MTC,Ref_cities,Rest of Malaysia,trn_freight,2065,0.521597
MTC,Ref_cities,Rest of Malaysia,trn_freight,2070,0.541201
MTC,Ref_cities,Rest of Malaysia,trn_freight,2075,0.560635
MTC,Ref_cities,Rest of Malaysia,trn_freight,2080,0.580071
MTC,Ref_cities,Rest of Malaysia,trn_freight,2085,0.601942
MTC,Ref_cities,Rest of Malaysia,trn_freight,2090,0.624506
MTC,Ref_cities,Rest of Malaysia,trn_freight,2095,0.648327
MTC,Ref_cities,Rest of Malaysia,trn_freight,2100,0.671898
